user_id,problem_id,content,option,answer,concept_id,course_id,course_name,is_correct,score,attempts,submit_time,student_persona
U_14392312,Pm_1209650,不同VLAN 间数据通信，需通过（ ）进行转发。,"{'A': 'HUB', 'B': '二层交换机', 'C': '路由器', 'D': '中继器'}","[""C""]",K_二层交换机_计算机科学与技术,C_680992,网络综合布线,0,0.0,1,2020-07-19 15:44:50,
U_14392312,Pm_1209651,关于虚拟局域网，下面的描述中错误的是（ ）,"{'A': 'VLAN划分可以不受地域限制', 'B': '一个VLAN只能在一个交换机上实现', 'C': '每个VLAN都形成一个广播域', 'D': 'VLAN之间可以通过三层交换机或路由器实现通信'}","[""B""]",,C_680992,网络综合布线,0,0.0,1,2020-07-19 15:45:00,
U_14392312,Pm_1209652,虚拟局域网VLAN可根据以下哪些方式划分（）,"{'A': '根据端口划分VLAN', 'B': '根据MAC地址划分VLAN', 'C': '根据网络层（IP地址）划分VLAN', 'D': 'IP组播作为VLAN'}","[""A"", ""B"", ""C"", ""D""]",K_IP地址_信息与通信工程,C_680992,网络综合布线,0,0.0,1,2020-07-19 15:45:26,
U_14424233,Pm_738095,蚂蚁金服的贷款业务可以做到（  ）秒极速审批？ 无须人工干预。,"{'A': '0', 'B': '1', 'C': '3', 'D': '5'}","[""B""]",,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:29:17,anxious_student
U_14424233,Pm_738096,单一集群规模可以达到（  ）以上服务器（保持80%线性扩展）,"{'A': '1000', 'B': '5000', 'C': '8000', 'D': '10000'}","[""D""]",,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:29:20,
U_14424233,Pm_738097,ODPS Graph可以支持100亿顶点和（  ）亿边的规模，支持节点失败自动恢复。,"{'A': '500', 'B': '1000', 'C': '1500', 'D': '2000'}","[""C""]",,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:29:23,
U_14424233,Pm_738098,ODPS每秒钟创建订单数在2014年双11达到了（  ）万笔。,"{'A': '5', 'B': '6', 'C': '7', 'D': '8', 'E': '9'}","[""D""]",,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:29:26,
U_14424233,Pm_738099,13亿人口，平均每人每年产生的照片和视频存储量为500MB，如果对一年产生的数据进行存储需要什么级别的存储容量（  ）,"{'A': 'TB', 'B': 'PB', 'C': 'EB', 'D': 'ZB'}","[""C""]",,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:31:07,
U_14424233,Pm_738100,下面对分布式文件写入方式描述不正确的是（  ）,"{'A': '使用链式写入方式可以有效利用网络带宽，减少由于网络带宽带来的写入流量瓶颈', 'B': '使用主从模式写入可以有效提高网络利用率，同时可以降低写入延迟', 'C': '使用链式写入方式在写入时，如果链条中间节点写入失败，可以采取放弃写入，直接写入到失败节点后边的节点的方法来提高写入成功率', 'D': 'SealAndNew的错误处理方法可以有效防止由于短时间某些节点异常带来的数据写入被阻塞的问题'}","[""B""]",,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:31:10,
U_14424233,Pm_738101,下面对分布式读取方式描述正确的是（  ）,"{'A': '如果数据采用多份存储的方式，在读取时读取任何一份都可以得到数据，所以没有必要考虑打开文件读取时返回多个数据的位置', 'B': '如果采用基于统计的方法来避免读取的时候慢节点造成的性能下降，需要每隔一定的时间间隔重新对统计值进行更新', 'C': '如果使用Erasure coding的编码方式来存储数据，读取用户数据的时候对于编码组中任何一份数据读取，都可以获得原始数据', 'D': '如果使用Erasure coding的编码方式来存储数据，编码组中任何一份数据丢失都会导致数据不能读取出来'}","[""B""]",,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:31:13,
U_14424233,Pm_738102,为保证从分布式存储系统中读取的数据正确，需要采用哪种数据处理方式（  ）,"{'A': '压缩', 'B': '多份存储', 'C': 'Erasure coding编码', 'D': 'Checksum数据校验'}","[""D""]",K_分布式存储系统_计算机科学与技术,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:31:16,
U_14424233,Pm_738103,对数据进行Checksum数据校验不需要的数据参数是（ ）,"{'A': '数据存储位置', 'B': 'Checksum值', 'C': '数据长度', 'D': '数据'}","[""A""]",,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:31:23,
U_14424233,Pm_738104,对于数据复制中的两种技术Replication和Rebalance的异同点描述不正确的是（  ）,"{'A': 'Repication的主要目的是为了保证数据可靠，防止数据丢失', 'B': 'Rebalance的主要目的是为了清理系统中的多余数据，提高空间利用率', 'C': 'Replication和Rebalance都需要考虑到数据在数据中心中的存放位置，提高由于硬件失效带来的数据不可用', 'D': 'Replication和Rebalance需要有优先级控制，防止数据复制不及时造成数据丢失'}","[""B""]",K_级控_计算机科学与技术,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:31:26,
U_14424233,Pm_738105,对于Paxos协议描述不正确的是（  ）,"{'A': '协议可以处理任何的硬件失效，包括硬盘损坏、网络不通等', 'B': '任何数据达到一致状态都需大多数成员接受数据', 'C': '协议中需要引入一个单调递增的序列号作为每一次数据达成一致的标号', 'D': '每次数据达成一致至少需要进过两个阶段'}","[""A""]",,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:31:29,
U_14424233,Pm_738106,如果想使用Erasure coding编码方式提高存储效率（假设用户数据切片数量为K，冗余编码组数量为M），下面哪种编码方式可以将存储效率提高到1.5倍（  ）,"{'A': 'K=5 M=1', 'B': 'K=6 M=2', 'C': 'K=6 M=3', 'D': 'K=8 M=4'}","[""C"", ""D""]",,C_734011,大数据平台核心技术,1,2.0,1,2020-05-18 00:31:33,
U_14424233,Pm_738107,下面对于分布式存储系统中如何选取存储介质的描述错误的是（  ）,"{'A': '为了让程序实现简单高效，存储系统中应该选用单一的存储介质', 'B': '为了节省存储成本，通常在一个分布式存储系统中会使用多种存储介质来实现高性能和大容量的目的', 'C': '不同的使用场景下，应该采用灵活的混合存储方式来满足需求', 'D': '所有存储介质的存储寿命都是一样的，所以寿命不在选取介质类型的考虑范围内'}","[""A"", ""D""]",K_存储介质_计算机科学与技术,C_734011,大数据平台核心技术,1,2.0,1,2020-05-18 00:31:37,
U_14424233,Pm_738108,分布式调度类似于PC机的什么部件？(  ),"{'A': '磁盘', 'B': 'CPU', 'C': '总线', 'D': '网卡'}","[""B""]",,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:32:38,
U_14424233,Pm_738109,下面对分布式调度需要解决问题的说法正确的是？(  ),"{'A': '分布式调度主要解决任务调度的问题', 'B': '分布式调度主要解决资源如何分配的问题', 'C': '分布式调度既要解决任务调度也需要解决资源调度的问题', 'D': '以上说法都不对'}","[""C""]",K_任务调度_计算机科学与技术,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:32:42,
U_14424233,Pm_738110,伏羲分布式调度系统中负责资源调度的角色是？(  ),"{'A': 'FuxiMaster', 'B': 'Tubo', 'C': 'AppMaster', 'D': 'AppWorker'}","[""A""]",K_资源调度_计算机科学与技术,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:32:46,
U_14424233,Pm_738111,为了加快instance运行，通常在调度上采取什么策略？(  ),"{'A': '数据locality调度', 'B': '均匀调度', 'C': '优化网络', 'D': '优化磁盘'}","[""A""]",,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:32:49,
U_14424233,Pm_738112,伏羲通过什么封装了MapReduce过程中的数据shuffle？(  ),"{'A': 'locality调度', 'B': 'AppWorker', 'C': 'streamline', 'D': 'instance'}","[""C""]",,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:32:52,
U_14424233,Pm_738113,伏羲的backup instance机制不需要参考的信息是？(  ),"{'A': '已完成的Instance比例', 'B': '数据处理速度低于其他Instance平均值', 'C': '运行时间超过其他Instance的平均运行时间', 'D': '数据locality'}","[""D""]",,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:32:55,
U_14424233,Pm_738114,下列关于伏羲资源调度优先级策略的说法错误的是？(  ),"{'A': '每个job在提交时会带一个priority值，一个整数值，越大优先级越高', 'B': '相同优先级按提交时间，先提交的优先级高', 'C': '资源优先分配给高优先级的job，剩余的资源继续分配给次高优先级job', 'D': '允许有高优先级的紧急任务加入'}","[""A""]",K_高优先级_计算机科学与技术,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:32:58,
U_14424233,Pm_738115,伏羲资源调度支持抢占，下面说法错误的是？(  ),"{'A': 'FuxiMaster会从当前正在运行的任务中，从最低优先级任务开始强制收回资源', 'B': '最低优先级任务被抢占后，抢占过程即终止', 'C': '抢占会一直递归进行', 'D': '不能抢比自己优先级高的任务'}","[""B""]",K_资源调度_计算机科学与技术,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:33:02,
U_14424233,Pm_738116,阿里云伏羲分布式调度系统与社区Hadoop MR最大的区别是？(  ),"{'A': 'Hadoop是一层架构集中资源和任务调度，而伏羲是两层架构独立的资源和任务调度', 'B': 'Hadoop存在规模瓶颈，而伏羲规模横向扩展性更好', 'C': 'Hadoop与伏羲的调度策略不同', 'D': 'Hadoop jobtracker没有failover，伏羲有完善的failover功能'}","[""A"", ""B"", ""D""]",K_调度策略_计算机科学与技术,C_734011,大数据平台核心技术,1,2.0,1,2020-05-18 00:33:06,
U_14424233,Pm_738117,伏羲资源调度的目标包括？(  ),"{'A': '集群资源利用率最大化', 'B': '每个任务的资源等待时间最小化', 'C': '能分组控制资源配额', 'D': '能支持临时紧急任务'}","[""A"", ""B"", ""C"", ""D""]",K_资源调度_计算机科学与技术,C_734011,大数据平台核心技术,1,2.0,1,2020-05-18 00:33:10,
U_14424233,Pm_738118,关于伏羲资源调度quota机制描述正确的是？(   ),"{'A': '一个任务组成一个group', 'B': '每个group资源设定上限，称为quota', 'C': '每个group的job所分配的资源总和不会超过该group的Quota', 'D': '某个group没用完的Quota可以共享给其他group'}","[""B"", ""C"", ""D""]",,C_734011,大数据平台核心技术,1,2.0,1,2020-05-18 00:33:15,
U_14424233,Pm_738119,伏羲支持下列哪些角色的failover？(  ),"{'A': 'FuxiMaster', 'B': 'AppMaster', 'C': 'AppWorker', 'D': 'Instance'}","[""A"", ""B"", ""C"", ""D""]",,C_734011,大数据平台核心技术,1,2.0,1,2020-05-18 00:33:18,
U_14424233,Pm_738120,伏羲在支持大规模方面采用了哪些技术？(  ),"{'A': '多线程', 'B': '增量资源调度', 'C': '异步', 'D': '增加数据量'}","[""A"", ""B"", ""C""]",K_加数_计算机科学与技术,C_734011,大数据平台核心技术,1,2.0,1,2020-05-18 00:33:22,
U_14424233,Pm_738121,下面那种语言是典型的声明式语言？（  ）,"{'A': 'SQL', 'B': 'C', 'C': 'Java', 'D': 'Virtual\xa0BASIC'}","[""A""]",,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:34:20,
U_14424233,Pm_738122,下面那种用关系算子实现的MapReduce模型是正确的？（  ）,"{'A': 'Join->ForEach->Sort->GroupBy', 'B': 'ForEach->Join->ForEach', 'C': 'GroupBy->Sort->ForEach', 'D': 'ForEach->GroupBy->Sort->ForEach'}","[""D""]",,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:34:23,
U_14424233,Pm_738123,下面哪个阶段在BSP模型中可以独立并发执行的？（  ）,"{'A': '数据分片阶段', 'B': '本地计算阶段', 'C': '全局通信阶段', 'D': '栅栏同步阶段'}","[""B""]",K_BSP模型_计算机科学与技术,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:34:25,
U_14424233,Pm_738124,下面哪些是BSP模型的缺点？（  ）,"{'A': '栅栏同步开销比较大', 'B': '可能产生死锁', 'C': '没有解决负载均衡问题', 'D': '被计算的数据可以保存在内存里'}","[""A""]",K_BSP模型_计算机科学与技术,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:34:28,
U_14424233,Pm_738125,在ODPS Graph编程模型里，是以什么为核心来编程的？（  ）,"{'A': '有向边', 'B': '最小子图', 'C': '超步', 'D': '顶点'}","[""D""]",,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:34:30,
U_14424233,Pm_738126,下面哪些是函数式编程语言有特点？（  ）,"{'A': '每个函数都有输出', 'B': '函数可以改变外部变量的状态', 'C': '函数的输出结果不依赖于外部变量', 'D': '函数的输入参数可能是另外一个函数'}","[""A"", ""C"", ""D""]",K_外部变量_计算机科学与技术,C_734011,大数据平台核心技术,1,2.0,1,2020-05-18 00:34:33,
U_14424233,Pm_738127,下面对MapReduce编程模型的描述哪些是*错误*的？（  ）,"{'A': '输入数据可以自动切分并做负载均衡', 'B': 'MapReduce框架可以把Map任务启动在数据所在的机器上', 'C': 'Map或Reduce任务重启可能会影响最终的输出结果', 'D': '多个Map任务之间有关联'}","[""C"", ""D""]",,C_734011,大数据平台核心技术,1,2.0,1,2020-05-18 00:34:36,
U_14424233,Pm_738128,下面哪些是关系型编程模型中的典型算子？（  ）,"{'A': 'Join', 'B': 'GroupBy', 'C': 'ForEach', 'D': 'Select'}","[""A"", ""B"", ""C"", ""D""]",,C_734011,大数据平台核心技术,1,2.0,1,2020-05-18 00:34:41,
U_14424233,Pm_738129,下面那种工具或软件可以作为关系型计算中的执行引擎？（  ）,"{'A': 'SQL', 'B': 'Pig', 'C': 'Tez', 'D': 'Spark'}","[""C"", ""D""]",,C_734011,大数据平台核心技术,1,2.0,1,2020-05-18 00:34:52,
U_14424233,Pm_738130,,,,K_开销_计算机科学与技术,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:35:02,
U_14424233,Pm_738131,,,,,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:35:05,
U_14424233,Pm_738132,,,,,C_734011,大数据平台核心技术,1,2.0,1,2020-05-18 00:35:08,
U_14424233,Pm_738133,,,,,C_734011,大数据平台核心技术,1,2.0,1,2020-05-18 00:35:11,
U_14424233,Pm_738134,,,,K_集群_计算机科学与技术,C_734011,大数据平台核心技术,1,2.0,1,2020-05-18 00:35:15,
U_14424233,Pm_738135,分布式文件系统中最常用的距离计算法则是什么？(  ),"{'A': '步长计算法则', 'B': '带宽计算法则', 'C': '物理距离计算法则', 'D': '以上说法都不对'}","[""A""]",,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:37:24,
U_14424233,Pm_738136,分布式计算过程中，以下哪种计算调度方式代价更小？(  ),"{'A': '将计算发送到数据所在机器运行', 'B': '将数据拷贝到计算所在机器运行', 'C': '将数据和计算拿到统一的节点上运行', 'D': '以上都不对'}","[""A""]",K_调度方式_计算机科学与技术,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:37:27,
U_14424233,Pm_738137,全局数据管理调度主要为了解决哪方面的问题？(  ),"{'A': '存储优化', 'B': '计算效率', 'C': '带宽优化', 'D': '人力成本'}","[""A"", ""B"", ""C""]",,C_734011,大数据平台核心技术,1,2.0,1,2020-05-18 00:37:31,
U_14424233,Pm_738138,下列哪几个系统属于流式计算（  ）,"{'A': 'percolator', 'B': 'piccolor', 'C': 's4', 'D': 'tez'}","[""B"", ""C""]",,C_734011,大数据平台核心技术,1,2.0,1,2020-05-18 00:37:41,
U_14424233,Pm_738139,下面对流式描述正确的是（  ）,"{'A': '它是一种有状态计算，failover必须将数据从最源头重发。', 'B': '数据必须是有序进入，才能保证数据的正确性。', 'C': 'temporal SQL是适合流式计算的SQL语言。', 'D': '流式计算无法支持delete和update语义。'}","[""C""]",K_对流_计算机科学与技术,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:37:44,
U_14424233,Pm_738140,以下说法哪种正确（  ）,"{'A': 'spark和flink的streaming实现方法雷同，都是将streaming切成小的batch数据，然后运行。', 'B': 'flink streaming是mini-batch，而spark streaming是streaming方式。', 'C': 'mini-batch是无状态的，而streaming方式是有状态的。', 'D': '批量计算可以转化为流计算运行。'}","[""D""]",,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:37:47,
U_14424233,Pm_738141,下面对系统雪崩准确的描述有（  ）,"{'A': '系统雪崩是由于oom，引起系统级联的宕机现象。', 'B': '系统雪崩是由于系统设计问题，由软硬件以及流量异常引发的由细微问题引发更大面积故障，直至系统当机的现象。', 'C': '系统雪崩一般不会因为硬件引发。而是由于流量激增，系统容量设计不足，造成后台系统，包括数据库系统的不正常工作。', 'D': '系统雪崩最初原因与触发宕机的故障可以相关，也有可能无关。'}","[""B"", ""D""]",K_宕机_计算机科学与技术,C_734011,大数据平台核心技术,1,2.0,1,2020-05-18 00:37:50,
U_14424233,Pm_738142,对于spark streaming不正确的描述有（  ）,"{'A': 'spark streaming的ack机制由一组分布式的系统维护，所以它是scale-out的。', 'B': 'spark streaming使用mini-batch的机制，dstream由多个rdd组成。', 'C': 'spark streaming支持滑动窗口，固定窗口和session窗口。', 'D': 'spark streaming是将流式计算切割成批量计算。但同时，批量计算也可以当作流式计算运行。'}","[""A"", ""C""]",K_系统维护_计算机科学与技术,C_734011,大数据平台核心技术,1,2.0,1,2020-05-18 00:37:53,
U_14424233,Pm_738143,,,,,C_734011,大数据平台核心技术,1,2.0,1,2020-05-18 00:38:01,
U_14424233,Pm_738144,,,,,C_734011,大数据平台核心技术,1,2.0,1,2020-05-18 00:38:08,
U_14424233,Pm_738145,,,,K_序列化_计算机科学与技术,C_734011,大数据平台核心技术,1,2.0,1,2020-05-18 00:38:11,
U_14424233,Pm_738146,,,,K_开销_计算机科学与技术,C_734011,大数据平台核心技术,1,2.0,1,2020-05-18 00:38:14,
U_14424233,Pm_738147,逻辑回归属于下列那一类机器学习算法：（  ）,"{'A': 'Supervised Learning 监督学习', 'B': 'Unsupervised Learning无监督学习', 'C': 'Reinforcement Learning 加强学习', 'D': '以上都不是'}","[""A""]",K_监督学习_计算机科学与技术,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:38:29,
U_14424233,Pm_738148,K-means属于下列那一类机器学习算法：（  ）,"{'A': 'Supervised Learning 监督学习', 'B': 'Unsupervised Learning无监督学习', 'C': 'Reinforcement Learning 加强学习', 'D': '以上都不是'}","[""B""]",,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:38:32,
U_14424233,Pm_738149,决策树属于下列那一类机器学习算法：（ ）,"{'A': 'Supervised Learning 监督学习', 'B': 'Unsupervised Learning无监督学习', 'C': 'Reinforcement Learning 加强学习', 'D': '以上都不是'}","[""A""]",,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:38:35,
U_14424233,Pm_738150,GBDT属于下列那一类机器学习算法：（  ）,"{'A': 'Supervised Learning 监督学习', 'B': 'Unsupervised Learning无监督学习', 'C': 'Reinforcement Learning 增强学习', 'D': '以上都不是'}","[""A""]",,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:38:37,
U_14424233,Pm_738151,当前的MPI计算框架和Parameter Server计算框架的最主要区别在于 （  ）,"{'A': '模型并行', 'B': '数据并行', 'C': '分布式计算', 'D': '失败重试'}","[""A""]",,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:38:40,
U_14424233,Pm_738152,CAP理论是分布式系统设计领域著名的理论总结，认为CAP三者同时只能满足其二，其中CAP指的是：（ ）,"{'A': '一致性、可用性、分区容忍性', 'B': '原子性、隔离性、持久性', 'C': '易用性、可用性、一致性', 'D': '随机处理、批处理、流式处理'}","[""A""]",K_CAP理论_计算机科学与技术,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:38:43,
U_14424233,Pm_738153,分布式系统实现必须在可能的情况下选择使用最优的硬件。以下硬件中性能最高的是（   ）,"{'A': '1000Mb网络适配器的网络读取', 'B': '磁盘本地顺序读取', 'C': '进程内内存读取', 'D': '磁盘本地随机读取'}","[""C""]",,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:38:46,
U_14424233,Pm_738154,对于批处理操作，如果分布式文件系统中，文件的备份数（replica）越多，意味着Locality（  ），写入文件的性能（  ）：,"{'A': '越好，越好', 'B': '越好，越差', 'C': '越差，越好', 'D': '越差，越差'}","[""B""]",,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:38:48,
U_14424233,Pm_738155,对于MapReduce编程模型，以下哪个选择不会提高任务的执行效率（  ）,"{'A': '使用数据库替换分布式文件系统以提升数据读取速度', 'B': '引入Combiner减少Map输出数据', 'C': '合理调配shuffle使用的buffer size使得排序尽可能在内存中进行', 'D': '合理调配map，reduce数量以便降低调度系统的相对消耗'}","[""A""]",,C_734011,大数据平台核心技术,1,1.0,1,2020-05-18 00:38:51,
U_14424233,Pm_738156,大数据具备以下哪些特点：（  ）,"{'A': '海量的样本数量', 'B': '内容多样', 'C': '时效性强', 'D': '数据质量不均匀'}","[""A"", ""B"", ""C"", ""D""]",,C_734011,大数据平台核心技术,1,2.0,1,2020-05-18 00:38:55,
U_14424233,Pm_738157,常见的深度学习模型包括：（  ）,"{'A': '卷机神经元网络 CNN', 'B': '深度置信模型 DBN', 'C': '递归神经元网络 RNN', 'D': 'K最近邻居模型 KNN'}","[""A"", ""B"", ""C""]",K_卷_计算机科学与技术,C_734011,大数据平台核心技术,1,2.0,1,2020-05-18 00:39:00,
U_14424233,Pm_738158,阿里的数据生态的中间层是计算层，搭载以下哪些计算框架 (   ),"{'A': 'MapReduce', 'B': 'Spark', 'C': 'MPI', 'D': 'Parameter Server'}","[""A"", ""B"", ""C"", ""D""]",,C_734011,大数据平台核心技术,1,2.0,1,2020-05-18 00:39:04,
U_14504720,Pm_146588,当您在命令提示符的后面输入命令的一部分时，按（__）键，Linux会帮你打剩下的字符，补充成为完整命令，如果有多个相符的命令，连按两下（__）键，Linux会显示所有的相符的命令。,"{'A': 'TAB', 'B': 'CONTRL', 'C': 'SHIFT', 'D': 'SPACE'}","[""A""]",K_命令提示符_计算机科学与技术,C_680747,Linux系统管理,1,1.0,1,2020-06-19 08:31:48,resilient_student
U_14504720,Pm_146589,下面的选项哪些是正确的？,"{'A': 'Linux操作系统是由Linus Torvalds发明的', 'B': 'Linux操作系统是由Richard Stallman发明的', 'C': 'Linus Torvalds和Richard Stallman的工作共同造就了Linux', 'D': '自由软件运动和互联网的兴起造就了Linux操作系统'}","[""C"", ""D""]",K_自由软件_计算机科学与技术,C_680747,Linux系统管理,1,2.0,1,2020-06-19 08:32:37,
U_14504720,Pm_146590,下面的选项哪些是正确的?,"{'A': 'Linux发行版本有数百种', 'B': 'Linux没有用于桌面的发行版本', 'C': 'Linux 内核0.0.1版本的代码就有数百万行', 'D': 'Linux 不同的发行版本之间差异可能极大'}","[""A"", ""D""]",,C_680747,Linux系统管理,0,0.0,1,2020-06-19 08:34:36,
U_14504720,Pm_146591,"关于CentOS,下面哪些说法是正确的？","{'A': 'CentOS100%兼容红帽企业版(RHEL)', 'B': 'CentOS不提供专门技术支持，不包含封闭源代码软件', 'C': 'CentOS 64位版本可以安装在32位架构的机器上', 'D': 'CentOS是利用用红帽企业版(RHEL)源代码重新编译而成的'}","[""A"", ""B"", ""D""]",K_闭源_计算机科学与技术,C_680747,Linux系统管理,0,0.0,1,2020-06-19 08:35:36,
U_14776653,Pm_189414,下列哪项不属于综合布线的特点。(  ),"{'A': '实用性', 'B': '兼容性', 'C': '可靠性', 'D': '先进性'}","[""B""]",,C_680992,网络综合布线,1,1.0,1,2020-09-14 23:17:39,diligent_student
U_14776653,Pm_189415,综合布线要求设计一个结构合理、技术先进、满足需求的综合布线系统方案，下列哪项不属于综合布线系统的设计原则。(  ),"{'A': '综合考虑用户需求、建筑物功能、经济发展水平等因素', 'B': '长远规划思想、保持一定的先进性', 'C': '不必将综合布线系统纳入建筑物整体规划、设计和建设中', 'D': '扩展性、标准化、灵活的管理方式'}","[""C""]",K_设计原则_计算机科学与技术,C_680992,网络综合布线,1,1.0,1,2020-09-14 23:17:57,
U_14776653,Pm_189416,建筑智能化系统不包含。 (  ),"{'A': 'BA', 'B': 'CA', 'C': 'OA', 'D': 'GA'}","[""D""]",,C_680992,网络综合布线,1,1.0,1,2020-09-14 23:18:07,
U_14776653,Pm_189417,智能建筑是多学科跨行业的系统技术与工程，它是现代高新技术的结晶，是建筑艺术与(  )相结合的产物。,"{'A': '计算机技术', 'B': '科学技术', 'C': '信息技术', 'D': '通信技术'}","[""A""]",,C_680992,网络综合布线,1,1.0,1,2020-09-14 23:18:16,
U_14956092,Pm_146588,当您在命令提示符的后面输入命令的一部分时，按（__）键，Linux会帮你打剩下的字符，补充成为完整命令，如果有多个相符的命令，连按两下（__）键，Linux会显示所有的相符的命令。,"{'A': 'TAB', 'B': 'CONTRL', 'C': 'SHIFT', 'D': 'SPACE'}","[""A""]",K_命令提示符_计算机科学与技术,C_680747,Linux系统管理,1,1.0,1,2020-05-21 07:05:42,diligent_student
